기준년월,휴게소내판매순위,휴게소코드,휴게소명,매장코드,매장명,판매상품SEQ,판매상품명
2025-11,4,S000165,산청(대전)휴게소,0002,한식당,1100027356,우리돼지김치찌개
2025-11,5,S000165,산청(대전)휴게소,0002,한식당,1100026583,돌솥더덕비빔밥
2025-11,1,S000166,산청(통영)휴게소,0002,한식당,1100040368,흑돼지소라찜
2025-11,2,S000166,산청(통영)휴게소,0002,한식당,1100033418,돌솥더덕비빔밥
2025-11,3,S000166,산청(통영)휴게소,0028,탐앤탐스,1100045803,(탐앤탐스)HOT카페아메리카노(S)
2025-11,4,S000166,산청(통영)휴게소,0007,열린매장,1100046483,옹기종기땅콩빵(30개)
2025-11,5,S000166,산청(통영)휴게소,0002,한식당,1100022176,3.애호박돼지찌개
2025-11,1,S000177,영산(창원)휴게소,0220,637_옹기종기땅콩빵,1100041040,옹기종기땅콩빵(중)
2025-11,2,S000177,영산(창원)휴게소,0186,100_파스쿠찌[직영],1100044473,(파스꾸찌)HOT아메리카노(R)
2025-11,3,S000177,영산(창원)휴게소,0082,610_풍경마루,1100028086,소고기 장터국밥
2025-11,4,S000177,영산(창원)휴게소,0158,637_열린매장2,1100028962,대왕오징어구이[부강]
2025-11,5,S000177,영산(창원)휴게소,0215,620_101 남산왕돈까스,1100033314,남산왕돈까스
2025-11,1,S000201,문막(강릉)휴게소,0182,콜핑,1300008612,신)의류 100000
2025-11,2,S000201,문막(강릉)휴게소,0166,(직영)봉화산설렁탕,1100028510,(봉화산설렁탕)설렁탕
2025-11,3,S000201,문막(강릉)휴게소,0182,콜핑,1300008609,신)의류 10000
2025-11,4,S000201,문막(강릉)휴게소,0175,(직영)한식당,1100042690,문막장터국밥
2025-11,5,S000201,문막(강릉)휴게소,0176,(직영)양식당,1100036563,옛날돈까스
2025-11,1,S000203,여주(강릉)휴게소,0147,(신)여흥옥,1100045336,여흥옥_설렁탕
2025-11,2,S000203,여주(강릉)휴게소,0147,(신)여흥옥,1100045335,여흥옥_육개장
2025-11,3,S000203,여주(강릉)휴게소,0062,(신)라면전문점,1100037455,(실속상품)ex-라면
2025-11,4,S000203,여주(강릉)휴게소,0095,(신)코바코,1100021045,(코바코)옛날돈가스
2025-11,5,S000203,여주(강릉)휴게소,0095,(신)코바코,1100042658,가마솥우거지국밥
2025-11,1,S000213,홍천강(춘천)휴게소,0050,(신)아띠몽,1100044085,아띠몽호두과자10 (6000)
2025-11,2,S000213,홍천강(춘천)휴게소,0049,(드롭탑)(신)드롭탑,1100036298,(드롭탑)HOT아메리카노(R)
2025-11,3,S000213,홍천강(춘천)휴게소,0041,(신)한식,1100021918,얼큰황태순두부_주물솥밥
2025-11,4,S000213,홍천강(춘천)휴게소,0050,(신)아띠몽,1100044084,아띠몽호두과자20 (12000)
2025-11,5,S000213,홍천강(춘천)휴게소,0049,(드롭탑)(신)드롭탑,1100036296,(드롭탑)ICE아메리카노(R)
2025-11,1,S000218,치악(춘천)휴게소,0055,080_호두과자,1100028078,호두과자5천
2025-11,2,S000218,치악(춘천)휴게소,0069,130_할리스커피(보라),1100044578,(할리스)HOT아메리카노(R)
2025-11,3,S000218,치악(춘천)휴게소,0026,의류매장,1300000298,의류(전문매장) 의류(전문매장)
2025-11,4,S000218,치악(춘천)휴게소,0061,030_봉화산설렁탕,1100024443,(봉화산설렁탕)봉화산설렁탕
2025-11,5,S000218,치악(춘천)휴게소,0069,130_할리스커피(보라),1100044589,(할리스)ICE아메리카노(G)
2025-11,1,S000221,단양팔경(춘천)휴게소,0041,코바코돈가스,1100018933,마늘왕돈가스
2025-11,2,S000221,단양팔경(춘천)휴게소,0041,코바코돈가스,1100033490,흑돼지돈가스
2025-11,3,S000221,단양팔경(춘천)휴게소,0046,금강설렁탕,1100047116,(명품)금강살코기설렁탕
2025-11,4,S000221,단양팔경(춘천)휴게소,0043,커피매장,1100010844,(커피매장)ICE아메리카노
2025-11,5,S000221,단양팔경(춘천)휴게소,0043,커피매장,1100009980,(커피매장)HOT아메리카노
2025-11,1,S000223,단양팔경(부산)휴게소,0001,식당(한식/양식),1100036915,돈가스
2025-11,2,S000223,단양팔경(부산)휴게소,0054,용우동,1100044122,(실속상품)우동
2025-11,3,S000223,단양팔경(부산)휴게소,0013,의류매장,1300000600,D-클라이머50000
2025-11,4,S000223,단양팔경(부산)휴게소,0013,의류매장,1300000312,D-클라이머10000
2025-11,5,S000223,단양팔경(부산)휴게소,0013,의류매장,1300000830,D-클라이머100000
2025-11,1,S000225,안동(부산)휴게소,0002,한식당,1100040252,이동삼안동간고등어구이정식
2025-11,2,S000225,안동(부산)휴게소,0068,돈까스,1100033490,흑돼지돈가스
2025-11,3,S000225,안동(부산)휴게소,0003,030_우동전문점,1100021036,(실속상품)유부우동
2025-11,4,S000225,안동(부산)휴게소,0066,커피매장,1100010844,(안동다방)ICE아메리카노(S)
2025-11,5,S000225,안동(부산)휴게소,0066,커피매장,1100009980,(안동다방)HOT아메리카노(S)
2025-11,1,S000226,안동(춘천)휴게소,0006,한식당,1100040252,이동삼안동간고등어구이정식
2025-11,2,S000226,안동(춘천)휴게소,0055,돈까스,1100033490,흑돼지돈가스
2025-11,3,S000226,안동(춘천)휴게소,0052,커피매장,1100009980,(안동다방)HOT아메리카노(S)
2025-11,4,S000226,안동(춘천)휴게소,0005,우동전문점,1100021036,(실속상품)유부우동
2025-11,5,S000226,안동(춘천)휴게소,0007,옥외매장,1100035955,(알뜰간식)호두과자(10개입)
2025-11,1,S000229,군위(부산)휴게소,0070,돈가스(무인),1100025737,의성마늘왕돈가스
2025-11,2,S000229,군위(부산)휴게소,0046,할리스커피,1100044578,(할)카페아메리카노_R
2025-11,3,S000229,군위(부산)휴게소,0046,할리스커피,1100044577,(할)ICE카페아메리카노_R
2025-11,4,S000229,군위(부산)휴게소,0067,한식(무인),1100025331,간고등어정식
2025-11,5,S000229,군위(부산)휴게소,0067,한식(무인),1100030892,돌솥비빔밥
2025-11,1,S000230,군위(춘천)휴게소,0064,멀티샵,1300000815,멀티샵(100000)
2025-11,2,S000230,군위(춘천)휴게소,0054,할리스커피,1100044578,(할리스)카페아메리카노(R)
2025-11,3,S000230,군위(춘천)휴게소,0083,한식(무인),1100018083,대구 파육개장
2025-11,4,S000230,군위(춘천)휴게소,0084,돈가스(무인),1100025737,의성마늘왕돈가스
2025-11,5,S000230,군위(춘천)휴게소,0086,라면.김밥(무인),1100024953,의성마늘라면
2025-11,1,S000233,동해(삼척)휴게소,0029,바우드코리아,1300000299,의류(전문매장) 바우드코리아(10000)
2025-11,2,S000233,동해(삼척)휴게소,0049,도이터 매장,1300000319,의류(전문매장) 블랙야크<10000>
2025-11,3,S000233,동해(삼척)휴게소,0049,도이터 매장,1300007587,의류(전문매장) 나이키
2025-11,4,S000233,동해(삼척)휴게소,0004,050_한식당,1100037338,오늘은제육볶음
2025-11,5,S000233,동해(삼척)휴게소,0029,바우드코리아,1300000816,의류(전문매장) 바우드코리아(100000)
2025-11,1,S000236,장유(서부산)휴게소,0001,한식,1100008612,(코바코)돈까스
2025-11,2,S000236,장유(서부산)휴게소,0001,한식,1100030885,통영해물순두부찌개
2025-11,3,S000236,장유(서부산)휴게소,0001,한식,1100030746,뚝배기불고기
2025-11,4,S000236,장유(서부산)휴게소,0001,한식,1100024867,떡라면정식
2025-11,5,S000236,장유(서부산)휴게소,0016,로티번,1100041179,로띠번3800
2025-11,1,S000238,벌곡(대전)휴게소,0065,정심당,1100022384,(알뜰간식)땅콩빵
2025-11,2,S000238,벌곡(대전)휴게소,0019,2-1 한식(편의점),1100021683,불고기비빔밥
2025-11,3,S000238,벌곡(대전)휴게소,0019,2-1 한식(편의점),1100043608,해물순두부
2025-11,4,S000238,벌곡(대전)휴게소,0019,2-1 한식(편의점),1100040282,(명랑식당)육개장
2025-11,5,S000238,벌곡(대전)휴게소,0059,심스커피,1100010360,(심스)HOT아메리카노(M)
2025-11,1,S000240,벌곡(논산)휴게소,0015,클라이머홀릭,1300000100,의류1000 
2025-11,2,S000240,벌곡(논산)휴게소,0003,식당,1100030711,남도꼬막비빔밥
2025-11,3,S000240,벌곡(논산)휴게소,0003,식당,1100037276,해물순두부찌개
2025-11,4,S000240,벌곡(논산)휴게소,0003,식당,1100034088,벌곡닭갈비
2025-11,5,S000240,벌곡(논산)휴게소,0003,식당,1100035275,추억의도시락라면세트
2025-11,1,S000273,문경(창원)휴게소,0020,100_한식당,1100042658,소고기우거지국밥
2025-11,2,S000273,문경(창원)휴게소,0035,150_김밥라면,1100044900,떡라면충무김밥세트
2025-11,3,S000273,문경(창원)휴게소,0043,252_의류전문매장,1300000815,의류(전문매장) 의류(전문매장)
2025-11,4,S000273,문경(창원)휴게소,0020,100_한식당,1100037588,돈육김치찌개
2025-11,5,S000273,문경(창원)휴게소,0020,100_한식당,1100036856,매콤고추장돼지불고기
2025-11,1,S000274,구정(속초)휴게소,0023,(드롭탑),1100045278,(드롭탑)H아메리카노(R)
2025-11,2,S000274,구정(속초)휴게소,0017,한식당,1100037338,소뚝배기불고기
2025-11,3,S000274,구정(속초)휴게소,0017,한식당,1100039281,(유가네)육개장
2025-11,4,S000274,구정(속초)휴게소,0024,양식면류,1100035275,라면+복읍밥(소)
2025-11,5,S000274,구정(속초)휴게소,0003,특산물,1200007784,(12000)
2025-11,1,S000277,남성주참외(창원)휴게소,0002,식당(한식),1100039312,성주장터국밥
2025-11,2,S000277,남성주참외(창원)휴게소,0020,식당(양식),1100031781,통등심돈가스
2025-11,3,S000277,남성주참외(창원)휴게소,0002,식당(한식),1100037339,고등어구이 고등어구이돌솥정식(11000)
2025-11,4,S000277,남성주참외(창원)휴게소,0002,식당(한식),1100038238,해물순두부찌게 해물순두부찌개
2025-11,5,S000277,남성주참외(창원)휴게소,0002,식당(한식),1100021886,제육덮밥
2025-11,1,S000278,남성주참외(양평)휴게소,0020,식당(양식당),1100031781,돈가스
2025-11,2,S000278,남성주참외(양평)휴게소,0084,식당(곰작골),1100044217,(평양아바이순대국밥)순대국밥
2025-11,3,S000278,남성주참외(양평)휴게소,0005,스낵(라면김밥),1100037455,(실속상품)ex-라면
2025-11,4,S000278,남성주참외(양평)휴게소,0003,식당(일반),1100037339,고등어구이 고등어구이돌솥정식(11000)
2025-11,5,S000278,남성주참외(양평)휴게소,0084,식당(곰작골),1100036194,곰탕)(청)맑은나주곰탕
2025-11,1,S000292,덕평휴게소,0296,1한식,1100044213,o덕평소고기국밥
2025-11,2,S000292,덕평휴게소,0200,코오롱스포츠,1200013209,코오롱스포츠(100000)
2025-11,3,S000292,덕평휴게소,0171,5왕돈가스,1100044206,o왕돈가스
2025-11,4,S000292,덕평휴게소,0482,네파행사,1300012746,네파행사(10000)
2025-11,5,S000292,덕평휴게소,0474,파사디골프,1300012758,파사디골프(100000)
2025-11,1,S000293,청통(대구)휴게소,0006,060_옥외매장,1100036625,엔)감자빵
2025-11,2,S000293,청통(대구)휴게소,0067,달콤커피,1100036902,(달콤커피)HOT아메리카노(R)
2025-11,3,S000293,청통(대구)휴게소,0002,020_한식코너,1100000409,대구10美따로국밥
2025-11,4,S000293,청통(대구)휴게소,0003,030_코바코우동돈가스,1100047157,남산왕돈까스
2025-11,5,S000293,청통(대구)휴게소,0067,달콤커피,1100036801,(달콤커피)ICE아메리카노(R)
2025-11,1,S000294,와촌(포항)휴게소,0062,브라더꽈배기,1100030426,땅콩빵(30개입)
2025-11,2,S000294,와촌(포항)휴게소,0030,코바코,1100022137,등심돈가스
2025-11,3,S000294,와촌(포항)휴게소,0002,020_한식코너,1100016630,대추고추장비빔밥
2025-11,4,S000294,와촌(포항)휴게소,0002,020_한식코너,1100024643,소고기국밥
2025-11,5,S000294,와촌(포항)휴게소,0090,090_뼈해장국,1100044616,(뼈해장국)뼈해장국(창업)
2025-11,1,S000295,괴산(양평)휴게소,0158,남산 돈까스,1100045818,남산왕돈까스
2025-11,2,S000295,괴산(양평)휴게소,0157,한식 반상,1100043608,해물순두부찌개
2025-11,3,S000295,괴산(양평)휴게소,0141,소미미(협력),1100012273,소미미단팥빵(2800)
2025-11,4,S000295,괴산(양평)휴게소,0157,한식 반상,1100033489,표고버섯비빔밥
2025-11,5,S000295,괴산(양평)휴게소,0157,한식 반상,1100037588,흑돼지김치찌개
2025-11,1,S000303,괴산(창원)휴게소,0125,스낵(용우동),1100044122,(실속상품)실속우동
2025-11,2,S000303,괴산(창원)휴게소,0002,식당(일반),1100018530,(실속상품)소고기국밥
2025-11,3,S000303,괴산(창원)휴게소,0129,동신당,1100043400,(알뜰간식)단팥빵
2025-11,4,S000303,괴산(창원)휴게소,0043,서울식당,1100040148,(서울식당)올갱이해장국
2025-11,5,S000303,괴산(창원)휴게소,0052,식당(양식),1100031781,순살돈가스
2025-11,1,S000306,김천(서울)휴게소,0002,03한식전문점,1100037754,촌돼지찌개
2025-11,2,S000306,김천(서울)휴게소,0002,03한식전문점,1100030660,보리비빔밥 된장찌개
2025-11,3,S000306,김천(서울)휴게소,0002,03한식전문점,1100028090,흑돼지제육볶음
2025-11,4,S000306,김천(서울)휴게소,0017,양식전문점,1100042335,양식)왕돈가스_New
2025-11,5,S000306,김천(서울)휴게소,0002,03한식전문점,1100044035,촌돼지찌개(영양솥밥)
2025-11,1,S000311,영주(부산)휴게소,0001,010_편의점,1200021266,에쎄라이트
2025-11,2,S000311,영주(부산)휴게소,0001,010_편의점,1200002520,오징어땅콩 
2025-11,3,S000311,영주(부산)휴게소,0001,010_편의점,1200021270,에쎄체인지1mg
2025-11,4,S000311,영주(부산)휴게소,0001,010_편의점,1200044928,빙그레)바나나우유240ml
2025-11,5,S000311,영주(부산)휴게소,0001,010_편의점,1200054212,스타벅스파이크플레이스블랙
2025-11,1,S000312,영주(춘천)휴게소,0001,010_편의점,1200021270,에쎄체인지1mg
2025-11,2,S000312,영주(춘천)휴게소,0001,010_편의점,1200060232,빙그레)바나나맛우유240ml(저온)
2025-11,3,S000312,영주(춘천)휴게소,0001,010_편의점,1200054212,스타벅스파이크플레이스블랙
2025-11,4,S000312,영주(춘천)휴게소,0001,010_편의점,1200069298,동서)스타벅스바닐라라떼
2025-11,5,S000312,영주(춘천)휴게소,0001,010_편의점,1200021266,에쎄라이트
2025-11,1,S000328,제천(부산)휴게소,0001,010_편의점,1100011410,오늘의커피(2800) 오늘의커피
2025-11,2,S000328,제천(부산)휴게소,0001,010_편의점,1200068936,도라야끼
2025-11,3,S000328,제천(부산)휴게소,0016,새싹농원(과세),1200007510,농특산물
2025-11,4,S000328,제천(부산)휴게소,0016,새싹농원(과세),1200059545,부채전병700g
2025-11,5,S000328,제천(부산)휴게소,0001,010_편의점,1100011260,맛라면 
2025-11,1,S000329,의왕(일산)휴게소,0036,041_면가(우동),1100025862,치즈돈가스
2025-11,2,S000329,의왕(일산)휴게소,0046,만쥬리아,1100026924,부산오뎅(3000)
2025-11,3,S000329,의왕(일산)휴게소,0046,만쥬리아,1100035106,호두과자선물용(지역주민)
2025-11,4,S000329,의왕(일산)휴게소,0008,050_라면,1100018058,라면
2025-11,5,S000329,의왕(일산)휴게소,0046,만쥬리아,1100027353,만쥬리아3500
2025-11,1,S000342,김천(부산)휴게소,0011,015_한식당,1100030746,돼지불백
2025-11,2,S000342,김천(부산)휴게소,0011,015_한식당,1100037754,촌돼지찌개
2025-11,3,S000342,김천(부산)휴게소,0019,005_수라방수제돈가스,1100001531,등심돈가스
2025-11,4,S000342,김천(부산)휴게소,0011,015_한식당,1100033147,버섯순두부찌개
2025-11,5,S000342,김천(부산)휴게소,0037,(직)파스쿠찌,1100014844,(파스쿠찌)HOT아메리카노(R)
2025-11,1,S000347,진주(부산)휴게소,0002,푸드코트_한식당,1100041109,솥밥순두부찌개
2025-11,2,S000347,진주(부산)휴게소,0002,푸드코트_한식당,1100030878,육전비빔밥(신규)
2025-11,3,S000347,진주(부산)휴게소,0065,푸드코트_물만난면/돈까스킹,1100040836,돈까스킹
2025-11,4,S000347,진주(부산)휴게소,0064,푸드코트_해운대할매국밥,1100000449,해운대할매국밥
2025-11,5,S000347,진주(부산)휴게소,0041,커피_파스쿠찌,1100044473,(파스쿠찌)HOT아메리카노(R)
2025-11,1,S000355,이서(순천)휴게소,0040,360_의류,1300000815,의류(전문매장) 의류(전문매장)
2025-11,2,S000355,이서(순천)휴게소,0003,200_전주비빔밥전문점,1100030839,명품전주불고기비빔밥
2025-11,3,S000355,이서(순천)휴게소,0040,360_의류,1300008590,NEPA의류50000
2025-11,4,S000355,이서(순천)휴게소,0129,530_탐앤탐스,1100045803,탐탐_카페아메리카노
2025-11,5,S000355,이서(순천)휴게소,0040,360_의류,1300001170,의류(전문매장) 의류(전문매장)
2025-11,1,S000358,이서(천안)휴게소,0150,481_투썸플레이스,1100044865,T투썸_I아메리카노R
2025-11,2,S000358,이서(천안)휴게소,0003,200_한식,1100023549,명품전주불고기비빔밥(9500)
2025-11,3,S000358,이서(천안)휴게소,0150,481_투썸플레이스,1100044872,T투썸_아메리카노R
2025-11,4,S000358,이서(천안)휴게소,0003,200_한식,1100037392,옛날돼지고기김치찌개
2025-11,5,S000358,이서(천안)휴게소,0003,200_한식,1100040371,명품애호박국밥
2025-11,1,S000360,오수(완주)휴게소,0003,한식,1100037392,김치찌개_계란말이
2025-11,2,S000360,오수(완주)휴게소,0004,퓨전양식,1100045818,남산왕돈까스
2025-11,3,S000360,오수(완주)휴게소,0003,한식,1100000279,몽글순두부찌개
2025-11,4,S000360,오수(완주)휴게소,0003,한식,1100029547,비빕밥&차돌된장찌개
2025-11,5,S000360,오수(완주)휴게소,0047,탐앤탐,1100045778,(탐앤탐스)ICE아메리카노(V)
2025-11,1,S000361,오수(순천)휴게소,0003,한식,1100044793,비빔밥 & 차돌된장찌개
2025-11,2,S000361,오수(순천)휴게소,0064,코바코(우동),1100002342,전복꼬치어묵우동
2025-11,3,S000361,오수(순천)휴게소,0003,한식,1100037392,김치찌개_계란말이
2025-11,4,S000361,오수(순천)휴게소,0003,한식,1100041589,소고기장터국밥
2025-11,5,S000361,오수(순천)휴게소,0050,임실유산균,1200056799,딸기요구르트
2025-11,1,S000364,황전(순천)휴게소,0032,파스쿠찌,1100026228,(파스쿠찌)HOT아메리카노(R)
2025-11,2,S000364,황전(순천)휴게소,0003,100_한식당,1100022176,김치부대찌개
2025-11,3,S000364,황전(순천)휴게소,0003,100_한식당,1100033408,돌솥비빔밥
2025-11,4,S000364,황전(순천)휴게소,0003,100_한식당,1100033410,돼지김치찌개
2025-11,5,S000364,황전(순천)휴게소,0003,100_한식당,1100035545,황전해초꼬막비빔밥
2025-11,1,S000365,황전(완주)휴게소,0050,딸기모찌매장,1100012040,서)딸기모찌5구
2025-11,2,S000365,황전(완주)휴게소,0050,딸기모찌매장,1100037784,서)딸기모찌3구
2025-11,3,S000365,황전(완주)휴게소,0044,32_특산물매장,1300013168,농축수산물(의류잡화요율)_버섯300g
2025-11,4,S000365,황전(완주)휴게소,0045,청계참다슬기,1100041127,청계참다슬기해장국
2025-11,5,S000365,황전(완주)휴게소,0002,10_한식당,1100030885,해물순두부찌개
2025-11,1,S000370,서울하이패스센터쉼터,0001,용우동,1100025865,순두부찌개
2025-11,2,S000370,서울하이패스센터쉼터,0001,용우동,1100030930,떡라면
2025-11,3,S000370,서울하이패스센터쉼터,0001,용우동,1100030927,가정식돈까스
2025-11,4,S000370,서울하이패스센터쉼터,0002,딜라이트커피,1100023036,아메리카노
2025-11,5,S000370,서울하이패스센터쉼터,0001,용우동,1100037145,김치볶음밥
2025-11,1,S000372,통도사(부산)휴게소,0022,호두코너,1100039842,즉석호두과자(20개입)
2025-11,2,S000372,통도사(부산)휴게소,0003,한식코너,1100037341,제주흑돼지김치찌개
2025-11,3,S000372,통도사(부산)휴게소,0003,한식코너,1100043608,해물순두부찌개
2025-11,4,S000372,통도사(부산)휴게소,0022,호두코너,1100027190,(알뜰간식)즉석호두과자(10개입)
2025-11,5,S000372,통도사(부산)휴게소,0002,코바코코너,1100021889,(코바코)왕돈가스
2025-11,1,S000404,옥천만남휴게소,0016,편의점CU,1100004138,담배
2025-11,2,S000404,옥천만남휴게소,0016,편의점CU,1200020437,음료
2025-11,3,S000404,옥천만남휴게소,0016,편의점CU,1100002963,간편식사
2025-11,4,S000404,옥천만남휴게소,0016,편의점CU,1300009798,과자류
2025-11,5,S000404,옥천만남휴게소,0016,편의점CU,1100004205,빵/떡/디저트
2025-11,1,S000408,기흥복합휴게소,0134,120_링스,1300000766,링스_100000
2025-11,2,S000408,기흥복합휴게소,0142,128_디즈니골프,1200013206,디즈니골프(100000)
2025-11,3,S000408,기흥복합휴게소,0140,126_지프,1300008626,지프의류(100000)
2025-11,4,S000408,기흥복합휴게소,0119,명인밥상,1100001120,한우국밥
2025-11,5,S000408,기흥복합휴게소,0116,비비큐,1100034364,불고기버거(BBQ)
2025-11,1,S000413,금왕(평택)휴게소,0010,110_코바코,1100001518,금왕돈가스
2025-11,2,S000413,금왕(평택)휴게소,0048,217_브라더꽈배기,1100016350,브라더꽈배기(7개)
2025-11,3,S000413,금왕(평택)휴게소,0048,217_브라더꽈배기,1100016349,브라더찹쌀(5000원)
2025-11,4,S000413,금왕(평택)휴게소,0009,100_한식,1100020705,콩아저씨네해물순두부
2025-11,5,S000413,금왕(평택)휴게소,0009,100_한식,1100015796,돌솥비빔밥 
2025-11,1,S000414,금왕(제천)휴게소,0067,151_브로 꽈배기,1100016350,꽈배기(7개)
2025-11,2,S000414,금왕(제천)휴게소,0067,151_브로 꽈배기,1100016349,꽈배기(3개)
2025-11,3,S000414,금왕(제천)휴게소,0074,255_금왕분식,1100045216,소상공인)땅콩빵[5000]
2025-11,4,S000414,금왕(제천)휴게소,0057,121_용우동,1100026722,꼬치어묵우동
2025-11,5,S000414,금왕(제천)휴게소,0011,100_한식,1100029130,(청주본가)왕갈비탕
2025-11,1,S000415,옥천(부산)휴게소,0066,놀부부대찌개,1100044036,놀부부대찌개(11000)
2025-11,2,S000415,옥천(부산)휴게소,0076,엔제리너스,1100033163,(H)유자티R
2025-11,3,S000415,옥천(부산)휴게소,0005,양식,1100040003,옛날왕돈가스
2025-11,4,S000415,옥천(부산)휴게소,0082,제순식당,1100044612,매콤제육덮밥[제순]
2025-11,5,S000415,옥천(부산)휴게소,0004,한식,1100042374,육개장(10000)
2025-11,1,S000416,원주(춘천)휴게소,0054,엔제리너스,1100036983,(엔젤)HOT아메리카노(S)
2025-11,2,S000416,원주(춘천)휴게소,0054,엔제리너스,1100036981,(엔젤)ICE아메리카노(S)
2025-11,3,S000416,원주(춘천)휴게소,0002,한식당,1100030661,한우국밥
2025-11,4,S000416,원주(춘천)휴게소,0071,아띠몽,1100042310,(아띠몽)호두과자(10개입)
2025-11,5,S000416,원주(춘천)휴게소,0045,용우동,1100026770,(용우동)꼬치어묵우동
2025-11,1,S000417,원주(부산)휴게소,0074,아띠몽,1100042310,(아띠몽)호두과자(10개입)
2025-11,2,S000417,원주(부산)휴게소,0002,한식당,1100030661,한우소고기국밥
2025-11,3,S000417,원주(부산)휴게소,0035,돈가스,1100041276,왕돈가스
2025-11,4,S000417,원주(부산)휴게소,0056,엔제리너스커피,1100036983,(엔젤)HOT아메리카노(S)
2025-11,5,S000417,원주(부산)휴게소,0056,엔제리너스커피,1100036980,(엔젤)ICE아메리카노(R)
2025-11,1,S000418,경산(서울)휴게소,0058,식당가KIOSK,1100041276,왕돈가스
2025-11,2,S000418,경산(서울)휴게소,0058,식당가KIOSK,1100044036,놀부부대찌개(11000)
2025-11,3,S000418,경산(서울)휴게소,0092,아띠몽,1100042310,(아띠몽)호두과자(10개입)
2025-11,4,S000418,경산(서울)휴게소,0073,엔제리너스,1100046245,(엔젤)HOT아메리카노(S)
2025-11,5,S000418,경산(서울)휴게소,0084,브이시즌,1300000817,클라이머홀릭&브이시즌100000
2025-11,1,S000419,보성녹차(영암)휴게소,0065,명품먹거리,1100027344,보성꼬막비빔밥
2025-11,2,S000419,보성녹차(영암)휴게소,0045,커피(할리스),1100044578,(할리스)카페아메리카노(R)
2025-11,3,S000419,보성녹차(영암)휴게소,0003,한식당,1100043608,해물순두부찌개
2025-11,4,S000419,보성녹차(영암)휴게소,0058,소미미매장,1100038582,소미미단팥빵(2300원)
2025-11,5,S000419,보성녹차(영암)휴게소,0003,한식당,1100044097,돼지고기김치찌개
2025-11,1,S000420,보성녹차(순천)휴게소,0079,명품먹거리,1100027344,보성꼬막비빔밥
2025-11,2,S000420,보성녹차(순천)휴게소,0057,할리스,1100044578,(할리스)카페아메리카노(R)
2025-11,3,S000420,보성녹차(순천)휴게소,0019,한식당,1100043608,해물순두부
2025-11,4,S000420,보성녹차(순천)휴게소,0071,소미미매장,1100038581,소미미단팥빵(2800원)
2025-11,5,S000420,보성녹차(순천)휴게소,0019,한식당,1100044097,돼지고기김치찌개
2025-11,1,S000421,영암(목포)휴게소,0006,아비카커피,1100011410,오늘의커피(2800) 오늘의커피
2025-11,2,S000421,영암(목포)휴게소,0001,01_편의점,1200084966,티오피)마스터라떼캔275ml
2025-11,3,S000421,영암(목포)휴게소,0001,01_편의점,1200021116,4500담배 에쎄순0.1
2025-11,4,S000421,영암(목포)휴게소,0001,01_편의점,1200062489,부라보콘
2025-11,5,S000421,영암(목포)휴게소,0001,01_편의점,1200061422,칸타타)라떼캔275ml
2025-11,1,S000422,영암(광양)휴게소,0009,아비카커피,1100011410,오늘의커피(2800) 오늘의커피
2025-11,2,S000422,영암(광양)휴게소,0001,01_편의점,1200084966,티오피)마스터라떼캔275ml
2025-11,3,S000422,영암(광양)휴게소,0001,01_편의점,1200061422,칸타타)라떼캔275ml
2025-11,4,S000422,영암(광양)휴게소,0001,01_편의점,1200021124,4500담배 에쎄체인지1mg
2025-11,5,S000422,영암(광양)휴게소,0001,01_편의점,1200070735,구운오징어땅콩볼
2025-11,1,S000426,행담도휴게소,0110,모다아울렛,1300002110,모다)100000
2025-11,2,S000426,행담도휴게소,0003,투썸하행,1100014312,(투썸)ICE아메리카노디카페인(L)
2025-11,3,S000426,행담도휴게소,0001,푸드오클락,1100008630,꼬치어묵우동
2025-11,4,S000426,행담도휴게소,0028,호두과자(1),1100037524,호두과자(20개입)
2025-11,5,S000426,행담도휴게소,0008,올포라,1200004056,올포라100000
2025-11,1,S000443,천등산(제천)휴게소,0009,브라더꽈배기,1100029966,브라더꽈배기3개
2025-11,2,S000443,천등산(제천)휴게소,0018,파스쿠치,1100029822,(파스쿠찌)ICE/HOT아메리카노(L)
2025-11,3,S000443,천등산(제천)휴게소,0003,한식,1100038238,솥밥)우렁순두부찌개
2025-11,4,S000443,천등산(제천)휴게소,0003,한식,1100041225,솥밥)남한강올갱이해장국
2025-11,5,S000443,천등산(제천)휴게소,0004,양식,1100031785,천등산왕돈가스
2025-11,1,S000444,천등산(평택)휴게소,0032,브라더꽈배기,1100029966,브라더꽈배기3개
2025-11,2,S000444,천등산(평택)휴게소,0021,파스쿠치,1100036382,(파스쿠찌)HOT아메리카노(L)
2025-11,3,S000444,천등산(평택)휴게소,0021,파스쿠치,1100036391,[PC]아메리카노L
2025-11,4,S000444,천등산(평택)휴게소,0004,양식,1100031785,천등산왕돈가스
2025-11,5,S000444,천등산(평택)휴게소,0003,한식,1100038238,우렁순두부찌개(솥밥)
2025-11,1,S000454,충주(창원)휴게소,0002,양식당,1100025327,사과수제돈가스
2025-11,2,S000454,충주(창원)휴게소,0003,하이면,1100037133,신)부산어묵우동
2025-11,3,S000454,충주(창원)휴게소,0098,충주사과빵,1100023710,충주사과빵(14개입)
2025-11,4,S000454,충주(창원)휴게소,0001,한식1,1100040880,장터버섯국밥
2025-11,5,S000454,충주(창원)휴게소,0001,한식1,1100036744,한식)장터육개장
